ReportingMonth,Granularity,Area,ICBODSCode,RegionODSCode,MetricName,MetricValue
202101,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,14603
202101,ICB,NHS SHROPSHIRE,,,,
202101,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,7259
202101,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,22337
202101,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,16480
202101,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,17783
202101,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,14689
202101,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,13297
202101,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,11291
202101,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,21073
202101,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,30874
202102,National,England,Not Applicable,Not Applicable,Number of complete sessions,430697
202102,Regional,NULL,Not Applicable,Not Applicable,Number of complete sessions,34
202102,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,46448
202102,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,50884
202102,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,82003
202102,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,81267
202102,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,62708
202102,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,62867
202102,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,44486
202102,ICB,NULL,Not Applicable,Not Applicable,Number of complete sessions,34
202102,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202102,ICB,NHS BEDFORDSHIRE,,,,
202102,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,8228
202102,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,11095
202102,ICB,NHS BRISTOL,,,,
202102,ICB,NHS BUCKINGHAMSHIRE,,,,
202102,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,7038
202102,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,21917
202102,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,4775
202102,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,6397
202102,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,9024
202102,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,9322
202102,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,6093
202102,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,5038
202102,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,4639
202102,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,25042
202102,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,15521
202102,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,5212
202102,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,9490
202102,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,14302
202102,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,12734
202102,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,15749
202102,ICB,NHS LEICESTER,,,,
202102,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,5694
202102,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,8099
202102,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,7650
202102,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,7942
202102,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,32034
202102,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,12060
202102,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,11118
202102,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,5800
202102,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,9331
202102,ICB,NHS SHROPSHIRE,,,,
202102,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,4362
202102,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,11341
202102,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,8423
202102,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,12581
202102,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,9181
202102,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,7035
202102,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,5950
202102,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,11030
202102,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,22350
202103,National,England,Not Applicable,Not Applicable,Number of complete sessions,379482
202103,Regional,NULL,Not Applicable,Not Applicable,Number of complete sessions,15
202103,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,40077
202103,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,43108
202103,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,71029
202103,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,77405
202103,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,55535
202103,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,54288
202103,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,38025
202103,ICB,NULL,Not Applicable,Not Applicable,Number of complete sessions,15
202103,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202103,ICB,NHS BEDFORDSHIRE,,,,
202103,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,7332
202103,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,9365
202103,ICB,NHS BRISTOL,,,,
202103,ICB,NHS BUCKINGHAMSHIRE,,,,
202103,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,6301
202103,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,19471
202103,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,4224
202103,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,5599
202103,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,7963
202103,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,8289
202103,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,4875
202103,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,4118
202103,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,4034
202103,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,22153
202103,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,13315
202103,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,4148
202103,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,7909
202103,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,13355
202103,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,11573
202103,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,13911
202103,ICB,NHS LEICESTER,,,,
202103,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,5018
202103,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,7162
202103,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,6418
202103,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,6904
202103,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,30856
202103,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,10068
202103,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,8832
202103,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,5017
202103,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,8054
202103,ICB,NHS SHROPSHIRE,,,,
202103,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,3573
202103,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,9789
202103,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,7515
202103,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,12088
202103,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,8307
202103,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,6183
202103,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,5033
202103,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,9283
202103,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,21106
202104,National,England,Not Applicable,Not Applicable,Number of complete sessions,354953
202104,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,40090
202104,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,41622
202104,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,63486
202104,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,70878
202104,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,50712
202104,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,52622
202104,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,35543
202104,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202104,ICB,NHS BEDFORDSHIRE,,,,
202104,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,6162
202104,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,8050
202104,ICB,NHS BRISTOL,,,,
202104,ICB,NHS BUCKINGHAMSHIRE,,,,
202104,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,6279
202104,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,18186
202104,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,4081
202104,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,5165
202104,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,7130
202104,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,7920
202104,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,4613
202104,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,4134
202104,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,3820
202104,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,20090
202104,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,12747
202104,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,3999
202104,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,8050
202104,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,12477
202104,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,11223
202104,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,12436
202104,ICB,NHS LEICESTER,,,,
202104,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,4486
202104,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,7334
202104,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,6341
202104,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,6620
202104,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,28371
202104,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,9859
202104,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,8578
202104,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,4722
202104,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,7069
202104,ICB,NHS SHROPSHIRE,,,,
202104,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,3204
202104,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,9365
202104,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,7200
202104,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,10816
202104,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,7419
202104,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,6139
202104,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,5102
202104,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,8940
202104,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,19214
202105,National,England,Not Applicable,Not Applicable,Number of complete sessions,378978
202105,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,42143
202105,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,42794
202105,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,67944
202105,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,74716
202105,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,55187
202105,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,56984
202105,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,39210
202105,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202105,ICB,NHS BEDFORDSHIRE,,,,
202105,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,6766
202105,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,8917
202105,ICB,NHS BRISTOL,,,,
202105,ICB,NHS BUCKINGHAMSHIRE,,,,
202105,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,6613
202105,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,19247
202105,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,4947
202105,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,5480
202105,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,7669
202105,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,8856
202105,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,4979
202105,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,4637
202105,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,3930
202105,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,21770
202105,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,13489
202105,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,4399
202105,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,8245
202105,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,13776
202105,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,12561
202105,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,14170
202105,ICB,NHS LEICESTER,,,,
202105,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,4872
202105,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,7771
202105,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,6840
202105,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,6586
202105,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,28730
202105,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,10254
202105,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,8802
202105,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,4709
202105,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,7621
202105,ICB,NHS SHROPSHIRE,,,,
202105,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,3559
202105,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,9536
202105,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,7616
202105,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,11576
202105,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,8044
202105,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,6374
202105,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,5574
202105,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,9541
202105,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,20634
202106,National,England,Not Applicable,Not Applicable,Number of complete sessions,500402
202106,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,57277
202106,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,62007
202106,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,87300
202106,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,93806
202106,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,69271
202106,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,78119
202106,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,52622
202106,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202106,ICB,NHS BEDFORDSHIRE,,,,
202106,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,9742
202106,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,11941
202106,ICB,NHS BRISTOL,,,,
202106,ICB,NHS BUCKINGHAMSHIRE,,,,
202106,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,9015
202106,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,23835
202106,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,6413
202106,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,7237
